"cod_proposta","cod_cliente","cod_colaborador","data_entrada_proposta","taxa_juros_mensal","valor_proposta","valor_financiamento","valor_entrada","valor_prestacao","quantidade_parcelas","carencia","status_proposta"
"694","532","47","2015-09-30 08:08:24+00:00","0.01","9563.2","11449.02","1885.82","9658.83","1","3","Em análise"
"1195","757","47","2020-11-17 14:01:09+00:00","0.0195","68847.75","125784.77","56937.02","1513.19","113","0","Em análise"
"1543","172","47","2017-02-15 20:01:29+00:00","0.0233","97455.12","185670.94","88215.82","2709.97","79","2","Em análise"
"1806","689","47","2019-07-21 20:43:35+00:00","0.019","58201.04","101013.62","42812.58","1531.76","68","4","Em análise"
"303","77","48","2017-02-21 10:55:58+00:00","0.0138","32374.58","49216.39","16841.81","1100.52","38","2","Em análise"
"708","701","48","2010-02-05 00:40:03+00:00","0.0136","175641.08","232356.67","56715.59","9671.36","21","4","Em análise"
"787","473","48","2018-09-26 11:31:21+00:00","0.0175","66561.33","104791.67","38230.34","1526.52","83","4","Em análise"
"1545","152","48","2011-02-03 22:42:37+00:00","0.0223","48225.02","87348.45","39123.43","1246.7","90","2","Em análise"
"1915","500","48","2022-10-02 10:58:19+00:00","0.0107","157869.45","203521.03","45651.58","2372.04","117","4","Em análise"
"405","522","49","2019-04-24 01:38:15+00:00","0.0142","21740.29","34760.37","13020.08","439.4","86","5","Em análise"
"420","8","49","2014-05-07 14:54:03+00:00","0.0191","151442.78","249930.5","98487.72","3262.97","115","2","Em análise"
"525","919","49","2021-08-19 02:39:13+00:00","0.0221","134799.25","173739.37","38940.12","3395.49","96","6","Em análise"
"650","630","49","2011-03-22 04:12:55+00:00","0.0194","123530.01","146618.87","23088.86","4396.02","41","6","Em análise"
"709","422","49","2022-03-23 09:34:46+00:00","0.0187","12408.08","16879.89","4471.81","288.54","88","3","Em análise"
"1282","136","49","2019-07-05 03:25:35+00:00","0.0242","37365.01","46000.41","8635.4","1065.33","79","5","Em análise"
"1341","343","49","2016-07-13 19:47:51+00:00","0.0134","132696.23","191665.21","58968.98","2477.77","95","5","Em análise"
"1668","710","49","2022-06-26 16:49:25+00:00","0.024","18369.72","32359.22","13989.5","495.46","93","5","Em análise"
"9","148","50","2019-01-23 05:38:42+00:00","0.0244","14925.18","21038.86","6113.68","397.35","103","2","Em análise"
"734","928","50","2015-06-22 04:01:44+00:00","0.0126","99998.08","170949.08","70951.0","17409.0","6","4","Em análise"
"234","129","51","2014-01-24 19:03:36+00:00","0.0093","51819.51","82445.73","30626.22","718.52","120","1","Em análise"
"858","370","51","2018-06-30 13:47:13+00:00","0.013","72681.24","97406.91","24725.67","3544.82","24","2","Em análise"
"829","577","52","2022-11-07 12:31:27+00:00","0.0188","62615.89","75752.37","13136.48","1594.18","72","5","Em análise"
"1004","402","52","2012-03-07 23:45:49+00:00","0.0243","99075.35","149230.21","50154.86","2587.62","111","4","Em análise"
"1918","929","52","2022-07-15 15:43:58+00:00","0.0247","126271.18","193413.96","67142.78","3330.27","113","6","Em análise"
"225","480","53","2013-12-22 08:38:46+00:00","0.0126","141212.51","171619.62","30407.11","2854.0","78","4","Em análise"
"419","138","53","2017-10-02 21:31:43+00:00","0.0109","81705.0","144915.68","63210.68","2434.91","42","4","Em análise"
"1959","420","53","2010-04-01 02:11:04+00:00","0.02","90472.37","177198.48","86726.11","19194.47","5","5","Em análise"
"184","278","54","2011-12-16 15:53:32+00:00","0.0188","14460.71","20088.18","5627.47","730.29","25","2","Em análise"
"193","70","54","2012-07-29 08:37:02+00:00","0.0098","27901.22","44423.37","16522.15","743.67","47","4","Em análise"
"295","781","54","2019-05-31 11:50:15+00:00","0.0162","154432.6","197437.96","43005.36","5474.28","38","2","Em análise"
"316","522","54","2016-04-28 00:29:52+00:00","0.0248","69030.06","98722.47","29692.41","2275.0","57","1","Em análise"
"885","38","54","2010-01-03 07:09:19+00:00","0.018","134013.13","240794.24","106781.11","3637.33","61","6","Em análise"
"1560","876","54","2019-12-20 02:23:33+00:00","0.0234","91002.52","117029.98","26027.46","3583.27","39","3","Em análise"
"1871","191","54","2017-07-31 19:50:30+00:00","0.0133","21672.6","35604.88","13932.28","676.82","42","1","Em análise"
"8","742","55","2020-07-09 09:52:07+00:00","0.0181","5279.59","9254.2","3974.61","115.9","97","0","Em análise"
"853","714","55","2022-02-25 22:29:44+00:00","0.0171","167446.59","237021.74","69575.15","3520.37","99","6","Em análise"
"1140","63","55","2020-05-29 05:16:15+00:00","0.0138","60985.25","77884.05","16898.8","1223.12","85","1","Em análise"
"1898","661","55","2017-01-17 03:41:12+00:00","0.0186","112496.49","219120.32","106623.83","2366.37","117","1","Em análise"
"51","165","56","2019-11-12 02:23:10+00:00","0.0204","65284.13","82344.28","17060.15","1509.25","106","3","Em análise"
"1147","853","56","2015-04-13 04:42:04+00:00","0.0242","43718.45","67193.24","23474.79","4574.46","11","3","Em análise"
"1649","22","56","2016-04-13 17:42:59+00:00","0.0216","60844.65","108336.43","47491.78","3384.63","23","2","Em análise"
"1502","523","57","2021-10-24 02:27:55+00:00","0.0112","39520.71","62793.15","23272.44","1404.12","34","6","Em análise"
"33","287","58","2012-02-15 13:07:21+00:00","0.0191","161524.69","204622.46","43097.77","6016.94","38","5","Em análise"
"524","39","58","2012-11-15 03:50:33+00:00","0.0146","145111.82","180996.66","35884.84","5708.68","32","0","Em análise"
"997","738","58","2010-05-17 09:54:45+00:00","0.0172","167934.19","204979.6","37045.41","9595.7","21","3","Em análise"
"1090","549","58","2020-03-16 03:57:53+00:00","0.0115","17127.83","22575.01","5447.18","316.85","85","1","Em análise"
"1234","120","58","2017-02-17 03:04:39+00:00","0.0204","144173.91","188592.72","44418.81","4118.75","62","6","Em análise"
"1734","819","58","2021-03-07 09:04:04+00:00","0.0218","40229.92","69161.21","28931.29","994.62","99","0","Em análise"
"1938","494","58","2012-11-19 12:30:20+00:00","0.009","97385.49","166583.93","69198.44","1463.12","102","0","Em análise"
"167","388","59","2015-11-06 09:02:27+00:00","0.0209","33766.86","62728.89","28962.03","984.49","61","2","Em análise"
"662","461","59","2020-10-30 11:57:22+00:00","0.0213","118546.65","162746.42","44199.77","3361.42","66","2","Em análise"
"488","824","60","2011-05-05 11:22:58+00:00","0.0185","73995.04","96178.01","22182.97","1687.1","91","6","Em análise"
"837","303","60","2018-08-29 16:22:01+00:00","0.0156","54076.91","91613.3","37536.39","1341.86","64","2","Em análise"
"936","515","60","2019-09-17 10:22:00+00:00","0.0123","63882.82","90789.59","26906.77","1036.86","116","5","Em análise"
"1080","784","60","2017-01-06 21:21:47+00:00","0.0224","75637.69","104212.88","28575.19","1982.87","87","2","Em análise"
"1105","545","60","2021-10-31 22:17:07+00:00","0.0214","82652.12","128271.69","45619.57","2222.95","75","3","Em análise"
"194","456","61","2018-04-20 17:07:53+00:00","0.0087","96279.62","115148.01","18868.39","7334.27","14","4","Em análise"
"470","498","61","2012-03-17 16:35:15+00:00","0.0208","69989.52","95750.92","25761.4","18416.61","4","6","Em análise"
"1344","389","61","2010-08-05 03:28:40+00:00","0.0124","130286.24","212578.03","82291.79","7395.54","20","5","Em análise"
"1796","871","61","2020-01-13 11:57:25+00:00","0.019","41638.41","66154.43","24516.02","902.89","111","2","Em análise"
"455","999","62","2019-02-10 15:08:36+00:00","0.0174","135037.07","171017.58","35980.51","137386.71","1","5","Em análise"
"779","884","62","2018-09-14 15:19:45+00:00","0.024","91456.69","137939.39","46482.7","3160.46","50","3","Em análise"
"1360","958","62","2019-10-25 06:34:56+00:00","0.0207","20276.13","24323.74","4047.61","1047.11","25","4","Em análise"
"198","847","63","2018-06-25 04:53:34+00:00","0.0235","136567.47","244664.78","108097.31","3699.71","87","2","Em análise"
"329","736","63","2021-11-22 09:11:59+00:00","0.0138","64264.14","83018.15","18754.01","65150.99","1","6","Em análise"
"399","248","63","2013-12-19 05:02:55+00:00","0.0191","9064.3","17544.25","8479.95","214.48","87","1","Em análise"
"400","520","63","2020-06-02 23:37:39+00:00","0.0244","15747.06","26179.89","10432.83","451.45","79","2","Em análise"
"1285","568","63","2021-07-04 23:21:37+00:00","0.0135","143657.7","243497.22","99839.52","4086.03","48","1","Em análise"
"1487","136","63","2017-09-11 17:02:28+00:00","0.0088","146053.18","218806.14","72752.96","2244.9","97","2","Em análise"
"240","898","64","2016-01-02 01:08:56+00:00","0.0154","83719.71","156962.58","73242.87","1725.32","90","1","Em análise"
"475","683","64","2021-11-01 22:06:54+00:00","0.0132","64259.39","78671.82","14412.43","1376.83","73","6","Em análise"
"1754","234","64","2021-04-09 05:30:12+00:00","0.0247","152085.65","190172.16","38086.51","3968.87","120","2","Em análise"
"423","548","65","2018-12-04 05:17:12+00:00","0.0094","96822.34","188726.93","91904.59","4077.04","27","6","Em análise"
"1325","769","65","2015-12-14 14:03:55+00:00","0.0206","25004.75","46782.48","21777.73","1289.79","25","0","Em análise"
"1381","834","65","2016-12-18 15:50:43+00:00","0.0136","136971.8","162117.27","25145.47","2398.24","111","1","Em análise"
"43","459","66","2022-11-21 14:05:11+00:00","0.0156","156818.44","196748.06","39929.62","14430.9","12","5","Em análise"
"137","891","66","2012-04-09 01:06:53+00:00","0.0132","6107.23","7275.46","1168.23","105.14","111","2","Em análise"
"848","343","66","2018-07-06 11:08:16+00:00","0.0224","49839.08","93053.36","43214.28","1632.21","52","2","Em análise"
"1557","662","66","2019-12-22 11:27:04+00:00","0.009","14318.61","24358.26","10039.65","197.47","118","6","Em análise"
"1897","443","66","2015-07-11 06:06:25+00:00","0.0247","116292.92","218389.28","102096.36","119165.36","1","4","Em análise"
"766","451","67","2013-11-19 07:01:54+00:00","0.0137","95279.11","126793.23","31514.12","4245.51","27","1","Em análise"
"983","420","68","2018-02-27 03:22:09+00:00","0.02","14209.97","25246.25","11036.28","1740.94","9","4","Em análise"
"1569","659","68","2010-07-18 17:58:52+00:00","0.0138","104778.42","146684.86","41906.44","5347.84","23","4","Em análise"
"1585","856","68","2020-10-12 00:32:46+00:00","0.021","109688.63","175685.25","65996.62","5088.67","29","3","Em análise"
"1611","922","68","2018-12-29 18:53:30+00:00","0.025","36593.79","47142.69","10548.9","971.63","115","2","Em análise"
"1183","297","69","2016-12-02 02:48:59+00:00","0.0198","136515.72","234283.67","97767.95","3248.55","91","2","Em análise"
"1276","994","69","2015-05-07 06:06:48+00:00","0.0094","72251.23","106995.24","34744.01","1712.32","54","6","Em análise"
"378","824","70","2020-11-23 03:22:45+00:00","0.021","149166.6","195978.09","46811.49","152299.1","1","2","Em análise"
"593","355","70","2021-07-28 23:25:13+00:00","0.0156","167808.5","204293.24","36484.74","4021.37","68","1","Em análise"
"1817","736","70","2011-11-11 17:23:52+00:00","0.0181","76155.4","103044.52","26889.12","1665.55","98","6","Em análise"
"1934","119","70","2014-04-03 05:45:07+00:00","0.0183","193499.69","240234.39","46734.7","4462.27","87","4","Em análise"
"1990","164","70","2011-11-18 16:38:58+00:00","0.01","44475.1","77662.03","33186.93","1152.56","49","6","Em análise"
"61","238","71","2011-01-22 10:48:40+00:00","0.0216","2757.11","4921.74","2164.63","99.08","43","3","Em análise"
"128","138","71","2010-01-15 15:35:07+00:00","0.0186","42027.97","57869.25","15841.28","957.42","92","6","Em análise"
"197","724","71","2018-06-06 08:17:09+00:00","0.0112","113650.06","143828.5","30178.44","1777.92","113","4","Em análise"
"495","165","71","2021-05-16 11:54:26+00:00","0.0225","57332.86","68767.29","11434.43","1409.21","111","3","Em análise"
"823","510","71","2015-01-18 14:10:10+00:00","0.0199","113077.12","213904.0","100826.88","2575.57","105","0","Em análise"
"1189","822","71","2019-10-23 13:32:42+00:00","0.0212","38738.39","48276.26","9537.87","918.59","107","0","Em análise"
"1367","670","71","2013-07-03 11:10:21+00:00","0.0206","27776.13","36728.02","8951.89","952.83","45","6","Em análise"
"1400","897","71","2012-09-07 09:24:17+00:00","0.0199","113310.62","177189.69","63879.07","5317.53","28","0","Em análise"
"1401","66","71","2019-02-15 00:02:45+00:00","0.0244","14279.96","16877.2","2597.24","989.75","18","3","Em análise"
"1464","357","71","2017-06-02 16:30:58+00:00","0.0082","46616.97","63660.16","17043.19","763.75","85","0","Em análise"
"1708","834","71","2020-04-25 16:06:35+00:00","0.0085","204394.41","249758.68","45364.27","16673.98","13","1","Em análise"
"111","85","72","2019-09-01 08:52:49+00:00","0.0146","68341.84","81810.3","13468.46","1361.99","91","5","Em análise"
"274","661","72","2012-08-28 07:48:53+00:00","0.0238","151970.25","179818.86","27848.61","5028.99","54","6","Em análise"
"679","991","72","2012-02-06 13:36:57+00:00","0.0207","111890.68","164479.49","52588.81","3794.84","46","0","Em análise"
"713","164","72","2011-11-27 08:05:50+00:00","0.0234","135970.24","176825.19","40854.95","21284.47","7","6","Em análise"
"795","861","72","2021-05-04 17:59:35+00:00","0.0159","25604.67","31391.85","5787.18","536.93","90","2","Em análise"
"918","962","72","2021-08-24 07:57:06+00:00","0.0204","86406.1","154099.71","67693.61","1992.25","107","4","Em análise"
"991","814","72","2011-12-19 06:05:59+00:00","0.0238","23544.61","34956.63","11412.02","1017.83","34","3","Em análise"
"1625","471","72","2021-05-05 09:01:14+00:00","0.0194","74248.97","99675.37","25426.4","1717.17","95","3","Em análise"
"319","632","73","2019-07-01 10:04:16+00:00","0.0103","63096.38","78415.43","15319.05","2106.57","36","0","Em análise"
"1612","554","73","2019-07-23 05:47:24+00:00","0.0151","144613.08","174804.35","30191.27","2632.79","118","2","Em análise"
"277","272","74","2015-07-10 08:49:03+00:00","0.0221","95979.21","113745.23","17766.02","25335.0","4","3","Em análise"
"449","778","74","2014-06-10 17:20:52+00:00","0.0217","45887.56","54695.56","8808.0","1288.75","69","5","Em análise"
"752","974","74","2015-07-11 10:28:37+00:00","0.0208","67476.93","83197.19","15720.26","1646.18","93","4","Em análise"
"958","364","74","2021-12-24 20:22:47+00:00","0.0243","112903.64","156235.69","43332.05","2928.72","115","2","Em análise"
"276","731","75","2017-02-04 06:27:26+00:00","0.0092","10667.7","18799.77","8132.07","244.62","56","5","Em análise"
"622","885","75","2011-03-08 01:41:47+00:00","0.013","46974.86","81837.77","34862.91","1341.99","47","0","Em análise"
"1131","339","75","2016-01-14 03:23:35+00:00","0.0204","156131.71","202085.57","45953.86","5196.49","47","6","Em análise"
"304","237","76","2012-04-01 16:08:05+00:00","0.0099","102928.92","175083.61","72154.69","1796.7","85","0","Em análise"
"945","415","76","2022-11-19 07:58:31+00:00","0.0117","160842.74","220841.0","59998.26","12522.3","14","6","Em análise"
"1137","805","76","2016-07-13 19:04:21+00:00","0.012","126234.06","158179.72","31945.66","5501.32","27","6","Em análise"
"1782","405","76","2016-01-31 22:25:09+00:00","0.0237","58212.61","71195.86","12983.25","1508.59","105","6","Em análise"
"728","807","77","2011-03-05 20:39:47+00:00","0.024","175186.65","217450.02","42263.37","4477.13","118","4","Em análise"
"966","932","77","2011-05-02 10:29:25+00:00","0.0238","116523.55","143445.0","26921.45","3454.97","69","0","Em análise"
"1063","284","77","2022-04-12 22:10:23+00:00","0.0217","118281.38","225897.45","107616.07","2827.64","111","6","Em análise"
"1717","590","77","2019-02-08 00:42:30+00:00","0.0231","35631.2","61361.35","25730.15","1196.37","51","6","Em análise"
"1193","463","78","2018-11-27 17:24:07+00:00","0.0234","34810.62","49264.08","14453.46","882.26","111","0","Em análise"
"1372","557","78","2018-01-10 21:52:33+00:00","0.0199","70642.9","128757.59","58114.69","3075.42","31","3","Em análise"
"1262","974","79","2017-08-08 21:22:10+00:00","0.021","180490.94","245410.4","64919.46","4748.84","77","0","Em análise"
"1414","467","79","2019-11-21 06:54:43+00:00","0.018","77389.43","125685.43","48296.0","5609.84","16","5","Em análise"
"1885","177","79","2012-05-27 15:00:47+00:00","0.0191","91789.7","166042.12","74252.42","2236.18","81","1","Em análise"
"1964","921","79","2010-01-27 05:31:26+00:00","0.0158","174276.79","205061.49","30784.7","4517.0","60","2","Em análise"
"110","133","80","2016-06-10 20:05:34+00:00","0.013","84783.26","155668.88","70885.62","1687.25","82","3","Em análise"
"443","37","80","2015-06-09 21:45:29+00:00","0.0215","58014.12","87004.94","28990.82","1352.64","120","2","Em análise"
"881","378","80","2017-01-23 23:41:53+00:00","0.01","141503.02","223199.06","81696.04","2076.2","115","4","Em análise"
"1034","85","80","2011-04-19 07:51:00+00:00","0.0201","24695.16","31300.02","6604.86","560.41","109","2","Em análise"
"1340","31","80","2016-08-20 11:56:32+00:00","0.0099","51153.55","82613.69","31460.14","777.32","107","6","Em análise"
"1353","444","80","2011-08-15 03:54:27+00:00","0.0164","64833.77","129438.91","64605.14","2753.51","30","1","Em análise"
